,text,pos_tag,mintime,maxtime
693,fünfundzwanzig,ADV,1214.3785,1215.5785
694,sind,AUX,1215.9785,1216.0985
695,fünfzig,NUM,1216.0985,1216.70027
696,dann,ADV,1217.54158,1217.64871
697,hatten,AUX,1217.64871,1217.89871
698,wir,PRON,1217.89871,1218.26871
699,zehn,NUM,1221.78294,1222.3025
700,zehn,NUM,1223.82581,1224.06581
701,war,AUX,1224.06581,1224.24581
702,Ankleide,NOUN,1224.24581,1224.61581
703,dann,ADV,1224.71581,1225.22581
704,sind,AUX,1225.22581,1225.35581
705,wir,PRON,1225.35581,1225.54581
706,bei,ADP,1225.54581,1225.64581
707,sechzig,NUM,1225.64581,1226.14754
708,zehn,NUM,1226.67554,1227.48267
709,zehn,NUM,1227.53267,1227.78267
710,brauchen,VERB,1227.78267,1228.04267
711,wir,PRON,1228.04267,1228.33267
712,Flur,NOUN,1228.41267,1228.60267
713,brauchen,VERB,1228.60267,1228.80267
714,wir,PRON,1228.80267,1228.89267
715,ja,ADV,1228.89267,1228.95267
716,auch,ADV,1228.95267,1229.08267
717,noch,ADV,1229.08267,1229.22913
718,zehn,NUM,1230.60662,1230.83662
719,brauchen,VERB,1230.83662,1231.15663
720,wir,PRON,1231.15663,1231.31662
721,für,ADP,1231.31662,1231.58662
722,den,DET,1231.58662,1231.74662
723,Flur,NOUN,1231.74662,1232.17663
724,dann,ADV,1233.36846,1233.48558
725,sind,AUX,1233.48558,1233.76558
726,wir,PRON,1233.76558,1233.90558
727,sind,AUX,1233.90558,1234.05558
728,wir,PRON,1234.05558,1234.18558
729,bei,ADP,1234.18558,1234.53558
730,siebzig,NUM,1235.62558,1236.12558
731,äh,INTJ,1241.37904,1241.98904
732,Bad,PROPN,1243.36806,1243.64519
733,wollten,AUX,1243.64519,1243.80519
734,wir,PRON,1243.80519,1243.90519
735,sechzig,NUM,1243.90519,1244.31019
736,machen,VERB,1244.31019,1244.57519
737,wären,AUX,1244.57519,1244.81519
738,wir,PRON,1244.81519,1244.87519
739,bei,ADP,1244.87519,1244.94519
740,hundertzeh,ADV,1244.94519,1245.54519
741,nee,X,1245.80519,1245.96519
742,hundertdreißig,ADV,1245.96519,1246.64012
743,wir,PRON,1251.57581,1251.65294
744,brauchen,VERB,1251.65294,1252.00294
745,ja,ADV,1252.00294,1252.06294
746,noch,ADV,1252.06294,1252.15294
747,die,DET,1252.15294,1252.26294
748,Küche,NOUN,1252.26294,1252.57294
749,woll-,X,1252.57294,1252.71294
750,Küche,NOUN,1253.9629,1254.4429
751,nee,X,1256.97896,1257.29608
752,gut,ADV,1261.88702,1261.96415
753,dann,ADV,1261.96415,1261.99415
754,wären,AUX,1261.99415,1262.12415
755,wir,PRON,1262.12415,1262.25415
756,jetzt,ADV,1262.25415,1262.50415
757,bei,ADP,1262.50415,1262.89415
758,fünfund-,X,1265.71723,1266.11723
759,fünfundfünzig,ADV,1266.11723,1266.85723
760,was,PRON,1269.44556,1269.55269
761,fehlt,VERB,1269.55269,1269.71269
762,denn,CCONJ,1269.71269,1269.82269
763,jetzt,ADV,1269.82269,1269.99269
764,noch,ADV,1269.99269,1270.10344
765,und,CCONJ,1272.17227,1272.5394
766,die,DET,1272.5394,1272.6294
767,Küche,NOUN,1272.6294,1272.87344
768,äh,INTJ,1274.35721,1274.77721
769,das,PRON,1274.77721,1274.92721
770,Bad,PROPN,1274.99721,1275.36808
771,hatten,AUX,1277.47154,1277.70527
772,okay,ADV,1279.24333,1279.68333
773,ja,ADV,1283.13435,1283.40148
774,okay,ADV,1283.40148,1283.75148
775,ja,ADV,1289.89037,1290.13892
776,aber,CCONJ,1290.26875,1290.42587
777,ich,PRON,1290.42587,1290.53588
778,will,AUX,1290.53588,1290.90587
779,dann,ADV,1290.90587,1291.36587
780,eher,ADV,1291.52588,1291.89587
781,Abendsonne,PROPN,1292.07587,1292.59587
782,ich,PRON,1293.93033,1294.03746
783,will,AUX,1294.03746,1294.16746
784,dann,ADV,1294.16746,1294.32746
785,eher,ADV,1294.32746,1294.46746
786,Abendsonne,PROPN,1294.46746,1295.21146
787,als,ADP,1296.81285,1296.95998
788,morgens,ADV,1296.95998,1297.33998
789,Sonne,NOUN,1297.33998,1297.76504
790,ja,ADV,1300.92621,1300.99333
791,ja,ADV,1300.99333,1301.19333
792,genau,ADV,1301.19333,1301.35333
793,so,ADV,1301.35333,1301.41333
794,so,ADV,1301.41333,1301.47333
795,so,ADV,1301.47333,1301.53333
796,glasmäßig,ADV,1301.53333,1302.92333
797,so,ADV,1303.27204,1303.33917
798,dass,SCONJ,1303.33917,1303.45917
799,man,PRON,1303.45917,1303.58917
800,da,ADV,1303.58917,1303.71917
801,so,ADV,1303.71917,1303.80917
802,bisschen,ADJ,1303.83917,1303.92917
803,rausgucken,VERB,1303.92917,1304.32917
804,kann,AUX,1304.32917,1304.41917
805,und,CCONJ,1304.41917,1304.44917
806,dann,ADV,1304.44917,1304.64917
807,dann,ADV,1304.64917,1304.95917
808,halt,ADV,1304.95917,1305.13917
809,so,ADV,1305.23917,1305.47917
810,schön,ADV,1305.62917,1305.79917
811,grillen,VERB,1305.79917,1306.10917
812,kann,AUX,1306.10917,1306.90917
813,ja,ADV,1308.00906,1308.18219
814,mh,PROPN,1310.52396,1310.61396
815,aU,ADV,562.70646,562.74646
816,aU,ADV,563.14646,563.23646
817,aU,ADV,579.35375,579.53375
818,aU,ADV,605.01473,605.39473
819,aI,PROPN,606.1341,606.2441
820,aU,ADV,617.90285,618.04344
821,aU,ADV,618.69056,618.84056
822,aU,ADV,641.29333,641.42333
823,aI,PROPN,643.53333,643.72333
824,aU,ADV,668.89702,669.06702
825,ts,NOUN,670.8349,670.9149
826,aI,PROPN,674.1149,674.2149
827,aI,PROPN,675.4149,675.5149
828,aI,PROPN,675.6249,675.7449
829,ts,NOUN,676.3449,676.4849
830,aI,PROPN,676.7649,676.8749
831,aU,ADV,677.8549,677.9449
832,aI,PROPN,678.0949,678.1849
833,aI,PROPN,678.2849,678.3949
834,aU,ADV,679.1249,679.2149
835,aI,PROPN,679.6249,679.7449
836,ts,NOUN,681.3849,681.4349
837,aU,ADV,693.55729,693.72729
838,ts,NOUN,733.27394,733.33394
839,ts,NOUN,747.40327,747.46327
840,ts,NOUN,751.89329,751.93329
841,aU,ADV,758.34883,758.44883
842,ts,NOUN,770.41246,770.48246
843,ts,NOUN,771.20246,771.31246
844,ts,NOUN,771.48246,771.62246
845,aI,PROPN,788.3026,788.4026
846,aI,PROPN,794.91892,795.28892
847,aU,ADV,796.7491,796.8991
848,ts,NOUN,808.73365,808.84365
849,ts,NOUN,823.35577,823.39577
850,aI,PROPN,834.70998,834.80998
851,OY,PROPN,834.94998,834.99998
852,aU,ADV,840.06254,840.16254
853,OY,PROPN,846.05623,846.16623
854,ts,NOUN,847.3196,847.4096
855,ts,NOUN,855.92181,855.99894
856,aI,PROPN,856.04894,856.17894
857,ts,NOUN,856.17894,856.24894
858,aI,PROPN,856.28894,856.43894
859,aU,ADV,862.77917,862.95917
860,ts,NOUN,895.71531,895.75531
861,ts,NOUN,897.70531,897.79531
862,aI,PROPN,912.82594,912.98594
863,aI,PROPN,913.62594,913.83594
864,ts,NOUN,914.80594,914.84594
865,ts,NOUN,917.63594,917.69594
866,ts,NOUN,930.23288,930.34288
867,ts,NOUN,931.63537,931.6825
868,aU,ADV,951.41194,951.45194
869,aU,ADV,952.02194,952.22194
870,aU,ADV,952.30194,952.34194
871,aU,ADV,952.58194,952.64194
872,ts,NOUN,962.69962,962.82962
873,aU,ADV,962.90963,962.95962
874,aU,ADV,970.16875,970.24875
875,aU,ADV,970.91875,971.06875
876,aI,PROPN,971.49875,971.53875
877,ts,NOUN,984.38783,984.46783
878,aI,PROPN,993.35406,993.44406
879,ts,NOUN,993.48406,993.56406
880,aI,PROPN,993.93406,994.31406
881,aU,ADV,995.6721,995.76527
882,aU,ADV,1015.08821,1015.17821
883,ts,NOUN,1022.38419,1022.43419
884,aU,ADV,1031.24919,1031.48919
885,aI,PROPN,1036.20083,1036.61083
886,aI,PROPN,1036.64083,1036.75083
887,aI,PROPN,1036.78083,1036.98083
888,aU,ADV,1038.22358,1038.30358
889,aI,PROPN,1055.92302,1056.00302
890,aU,ADV,1068.08638,1068.12638
891,aU,ADV,1068.94637,1069.06638
892,aU,ADV,1070.5819,1070.6219
893,aU,ADV,1081.90727,1082.06952
894,aI,PROPN,1090.73856,1090.90856
895,aI,PROPN,1091.06856,1091.14856
896,aI,PROPN,1094.22046,1094.29046
897,aI,PROPN,1096.07046,1096.19046
898,aU,ADV,1104.53321,1104.59321
899,aU,ADV,1104.80321,1104.93321
900,aU,ADV,1119.93625,1120.03625
901,ts,NOUN,1120.75625,1120.79625
902,aU,ADV,1122.26777,1122.34777
903,aI,PROPN,1122.93777,1123.04777
904,aU,ADV,1128.36963,1128.53962
905,aU,ADV,1132.86117,1133.16848
906,aU,ADV,1138.14494,1138.19494
907,aU,ADV,1145.95238,1146.03238
908,aU,ADV,1146.747,1146.877
909,aU,ADV,1147.047,1147.157
910,aI,PROPN,1147.857,1147.997
911,aI,PROPN,1148.187,1148.257
912,ts,NOUN,1165.4246,1165.4746
913,aI,PROPN,1168.9546,1169.1046
914,ts,NOUN,1185.08008,1185.18008
915,aI,PROPN,1186.29008,1186.42008
916,aI,PROPN,1187.31008,1187.42008
917,aI,PROPN,1188.76417,1188.80417
918,aI,PROPN,1189.16417,1189.21417
919,aU,ADV,1191.80417,1192.02417
920,ts,NOUN,1210.64958,1210.68958
921,ts,NOUN,1216.3785,1216.4685
922,ts,NOUN,1221.78294,1221.93294
923,ts,NOUN,1223.82581,1223.86581
924,aI,PROPN,1224.46581,1224.58581
925,aI,PROPN,1225.60581,1225.64581
926,ts,NOUN,1225.87581,1225.98581
927,ts,NOUN,1226.67554,1226.81267
928,ts,NOUN,1227.53267,1227.60267
929,aU,ADV,1228.95267,1229.08267
930,ts,NOUN,1230.60662,1230.69663
931,aI,PROPN,1234.26558,1234.53558
932,ts,NOUN,1235.86558,1235.95558
933,ts,NOUN,1244.14519,1244.24519
934,aI,PROPN,1244.90519,1244.94519
935,aI,PROPN,1246.27519,1246.41519
936,aI,PROPN,1262.57415,1262.89415
937,ts,NOUN,1266.51723,1266.61723
938,aU,ADV,1301.29333,1301.35333
939,aU,ADV,1303.96917,1304.09917
940,u:6,ADJ,840.32254,840.55254
941,aU,ADV,962.90963,962.95962
942,aU,ADV,970.16875,970.24875
943,E6,PROPN,994.85406,994.99406
944,I6,X,1068.15638,1068.34638
945,aI,PROPN,1122.93777,1123.04777
946,e:6,NOUN,1166.3846,1166.6246
947,e:6,NOUN,1167.9146,1168.1696
948,e:6,NOUN,1168.1696,1168.4846
949,e:6,NOUN,1168.4846,1168.6046
950,e:6,NOUN,1170.0696,1170.2646
951,i:6,PROPN,1210.22958,1210.34958
952,aU,ADV,1228.95267,1229.08267
953,e:6,NOUN,1291.52588,1291.89587
954,e:6,NOUN,1294.32746,1294.46746
955,Mhm,PROPN,555.79196,556.1209
956,ja,ADV,557.06442,557.26352
957,ja,ADV,564.54506,564.77013
958,also,ADV,565.84515,566.13946
959,mehr,ADV,567.68027,568.3295
960,ja,ADV,578.00879,578.38967
961,ja,ADV,578.87442,579.18604
962,genau,ADV,579.24662,579.60154
963,mittig,ADV,585.16048,585.59329
964,ja,ADV,585.96552,586.12133
965,ja,ADV,587.54094,587.83525
966,achso,VERB,601.34227,601.78375
967,ja,ADV,609.19512,609.40287
968,ja,ADV,625.42021,625.64527
969,ja,ADV,644.23348,644.38065
970,nee,X,654.7541,655.02246
971,ja,ADV,664.78831,665.16054
972,ja,ADV,683.6016,683.80935
973,ja,ADV,723.72181,723.87762
974,ja,ADV,726.90896,727.31581
975,ja,ADV,727.40238,727.59281
976,ja,ADV,735.3764,735.55819
977,ja,ADV,737.06435,737.3154
978,doch,CCONJ,737.44523,737.67896
979,ja,ADV,737.81746,737.99925
980,ja,ADV,739.49675,739.7045
981,ja,ADV,748.98563,749.21069
982,ja,ADV,749.45306,749.74738
983,ja,ADV,765.62621,765.97246
984,ja,ADV,766.09529,766.24246
985,ja,ADV,766.31171,766.59738
986,ja,ADV,767.16002,767.37644
987,ja,ADV,805.38385,805.85129
988,okay,ADV,820.60481,820.96838
989,ja,ADV,854.60606,854.95231
990,genau,ADV,862.63204,863.02158
991,nee,X,877.80804,878.2685
992,ja,ADV,919.53233,919.90456
993,zehn,NUM,930.21575,930.61394
994,zehn,NUM,931.63537,932.09417
995,ja,ADV,933.82706,934.04348
996,ja,ADV,975.99115,976.16427
997,ja,ADV,982.38108,982.63212
998,genau,ADV,995.44498,995.76527
999,ja,ADV,1014.64946,1014.91781
1000,ja,ADV,1015.87863,1016.06906
1001,ja,ADV,1016.50188,1016.675
1002,okay,ADV,1029.34071,1029.71294
1003,ja,ADV,1038.94294,1039.13337
1004,ja,ADV,1045.25498,1045.61854
1005,ja,ADV,1060.4846,1060.74429
1006,ja,ADV,1062.24181,1062.44092
1007,Küche,NOUN,1066.5456,1066.92648
1008,ja,ADV,1077.00398,1077.3156
1009,ja,ADV,1085.70515,1086.0514
1010,also,ADV,1097.3321,1097.7476
1011,ja,ADV,1108.53656,1108.7876
1012,Mhm,PROPN,1140.2336,1140.57985
1013,Mhm,PROPN,1152.06831,1152.37129
1014,ja,ADV,1181.20312,1181.48879
1015,ja,ADV,1182.36306,1182.54485
1016,ja,ADV,1192.71756,1192.98592
1017,zehn,NUM,1221.76581,1222.3025
1018,Küche,NOUN,1253.90577,1254.47565
1019,hatten,AUX,1277.47154,1277.70527
1020,ja,ADV,1289.85325,1290.13892
1021,ja,ADV,1308.00906,1308.18219
1022,Mhm,PROPN,555.79196,556.1209
1023,ja,ADV,557.06442,557.21154
1024,ja,ADV,564.57219,564.75219
1025,also,ADV,565.86227,566.11227
1026,mehr,ADV,567.68027,568.3295
1027,ja,ADV,578.00879,578.35592
1028,ja,ADV,578.87442,579.12154
1029,genau,ADV,579.24662,579.53375
1030,mittig,ADV,585.1976,585.5676
1031,ja,ADV,585.98265,586.12133
1032,ja,ADV,587.58806,587.77806
1033,direkt,ADV,598.21737,598.4645
1034,in,ADP,598.4645,598.5345
1035,der,DET,598.5345,598.6745
1036,Küche,NOUN,598.6745,598.9245
1037,steht,VERB,598.9245,599.2821
1038,achso,VERB,601.4194,601.7394
1039,ja,ADV,604.6576,604.92473
1040,ich,PRON,604.92473,604.98473
1041,auch,ADV,605.01473,605.42802
1042,also,ADV,605.44698,605.7341
1043,allein,ADV,605.7641,606.3041
1044,schon,ADV,606.3041,606.6491
1045,äh,INTJ,606.7141,606.9041
1046,für,ADP,606.9041,606.9541
1047,die,DET,606.9541,607.1041
1048,Schuhe,NOUN,607.1041,607.40329
1049,ja,ADV,609.19512,609.38225
1050,ja,ADV,617.25573,617.34285
1051,ja,ADV,617.34285,617.69285
1052,genau,ADV,617.69285,618.04344
1053,ja,ADV,618.04344,618.38056
1054,ja,ADV,618.38056,618.57056
1055,genau,ADV,618.57056,618.84056
1056,ja,ADV,625.44733,625.64527
1057,ja,ADV,640.86621,640.98333
1058,ja,ADV,640.98333,641.13333
1059,genau,ADV,641.13333,641.42333
1060,wo,ADV,641.42333,641.75333
1061,wo,ADV,641.75333,641.94333
1062,wo,ADV,641.94333,642.02333
1063,man,PRON,642.02333,642.48333
1064,das,PRON,642.48333,642.67833
1065,Essen,PROPN,642.67833,642.92333
1066,so,ADV,642.92333,643.08333
1067,durchreicht,NOUN,643.08333,643.72333
1068,so,ADV,643.72333,643.83529
1069,ja,ADV,643.83529,644.04242
1070,ja,ADV,644.04242,644.21617
1071,ja,ADV,644.23348,644.38065
1072,nee,X,654.77123,655.02246
1073,also,ADV,659.64487,659.852
1074,also,ADV,659.962,660.152
1075,den,DET,660.152,660.292
1076,Flur,NOUN,660.342,660.582
1077,ich,PRON,660.612,660.772
1078,ja,ADV,660.772,660.902
1079,ich,PRON,660.972,661.372
1080,ja,ADV,661.372,661.472
1081,schon,ADV,661.472,661.612
1082,mal,ADV,661.612,661.807
1083,sagen,VERB,661.807,662.112
1084,ist,AUX,662.112,662.272
1085,ja,ADV,662.272,662.332
1086,okay,ADV,662.332,662.75413
1087,dann,ADV,663.52452,663.96165
1088,ich,PRON,663.99165,664.15165
1089,aber,CCONJ,664.15165,664.64119
1090,ja,ADV,664.78831,665.08544
1091,ja,ADV,668.4499,668.57702
1092,ja,ADV,668.57702,668.73702
1093,genau,ADV,668.73702,669.06702
1094,und,CCONJ,669.37777,669.4449
1095,dann,ADV,669.4449,669.6549
1096,ich,PRON,669.6849,669.8149
1097,äh,INTJ,670.0049,670.4049
1098,sozusagen,ADV,670.7649,671.2449
1099,am,PART,671.2449,671.3349
1100,Ende,NOUN,671.3349,671.6749
1101,des,DET,671.6749,671.8149
1102,Flurs,NOUN,671.8149,672.4549
1103,jeweils,ADV,672.4549,673.4049
1104,jeweils,ADV,673.6349,674.4149
1105,an,ADP,674.4149,674.8449
1106,äh,INTJ,674.9049,675.1349
1107,den,DET,675.2049,675.3649
1108,beiden,PRON,675.3649,675.5849
1109,Seiten,NOUN,675.5849,675.8049
1110,links,ADV,675.8049,676.0049
1111,und,CCONJ,676.0049,676.1149
1112,rechts,ADV,676.1149,676.3449
1113,zwei,NUM,676.3449,676.8749
1114,Türen,NOUN,676.8749,677.2649
1115,so,ADV,677.4049,677.4749
1116,dass,SCONJ,677.4749,677.8549
1117,auf,ADP,677.8549,677.9749
1118,der,DET,677.9749,678.0949
1119,einen,DET,678.0949,678.2549
1120,Seite,NOUN,678.2549,678.5849
1121,die,DET,678.6849,678.7949
1122,Küche,NOUN,678.7949,679.0549
1123,und,CCONJ,679.0549,679.1249
1124,auf,ADP,679.1249,679.2449
1125,der,DET,679.2449,679.3649
1126,anderen,PRON,679.3649,679.5749
1127,Seite,NOUN,679.5749,679.9149
1128,type,VERB,679.9849,680.1749
1129,äh,INTJ,680.8549,681.0749
1130,das,PRON,681.0749,681.1949
1131,Wohnzimmer,PROPN,681.1949,681.6449
1132,ist,AUX,681.6449,681.82708
1133,ja,ADV,683.6016,683.80935
1134,doch,CCONJ,691.41017,691.56729
1135,man,PRON,691.56729,691.70729
1136,kann,AUX,691.70729,691.84729
1137,ja,ADV,691.84729,691.94729
1138,noch,ADV,691.94729,692.12729
1139,mal,ADV,692.12729,692.32729
1140,paar,DET,692.49729,692.73729
1141,Durchgänge,NOUN,692.93729,693.49729
1142,bauen,VERB,693.49729,693.76729
1143,also,ADV,694.72444,696.26444
1144,ach,X,702.10777,702.17777
1145,so,ADV,702.17777,702.36777
1146,ja,ADV,702.36777,702.49777
1147,ja,ADV,702.49777,702.75777
1148,gut,ADV,702.75777,703.02777
1149,okay,ADV,703.02777,703.39777
1150,ja,ADV,703.39777,703.5755
1151,ach,X,722.80425,722.92138
1152,so,ADV,722.92138,723.19137
1153,ja,ADV,723.22137,723.47079
1154,ja,ADV,723.72181,723.87762
1155,ja,ADV,726.90896,727.31581
1156,ja,ADV,727.40238,727.59281
1157,ja,ADV,730.90062,731.10063
1158,ich,PRON,731.10063,731.16062
1159,ich,PRON,731.25063,731.57062
1160,da,ADV,733.10681,733.24394
1161,Zimmer,NOUN,733.27394,733.52394
1162,da,ADV,733.52394,733.74394
1163,da,ADV,733.74394,734.07394
1164,und,CCONJ,734.07394,734.10394
1165,dann,ADV,734.10394,734.41394
1166,da,ADV,734.41394,734.68394
1167,ja,ADV,734.68394,734.93394
1168,ja,ADV,735.3764,735.50352
1169,ja,ADV,737.06435,737.28148
1170,doch,CCONJ,737.44523,737.67896
1171,ja,ADV,737.81746,737.99925
1172,ja,ADV,739.49675,739.68387
1173,also,ADV,745.24615,745.36327
1174,ich,PRON,745.36327,745.56327
1175,würde,AUX,745.56327,745.88327
1176,schon,ADV,745.98327,746.58327
1177,gerne,ADV,746.68327,747.03327
1178,großes,ADJ,747.06327,747.30327
1179,Zimmer,NOUN,747.40327,747.57327
1180,haben,AUX,747.57327,747.84302
1181,ja,ADV,748.98563,749.16275
1182,ja,ADV,749.45306,749.65019
1183,ja,ADV,750.01738,750.1645
1184,ja,ADV,750.1645,750.25975
1185,dann,ADV,750.47617,750.66329
1186,haben,AUX,750.66329,751.01329
1187,wir,PRON,751.01329,751.22329
1188,dann,ADV,751.25329,751.31329
1189,haben,AUX,751.31329,751.49329
1190,wir,PRON,751.49329,751.58329
1191,fünfzig,NUM,751.58329,752.01329
1192,schon,ADV,752.01329,752.14329
1193,mal,ADV,752.14329,752.25329
1194,weg,ADV,752.25329,752.38329
1195,type,VERB,755.30496,755.92496
1196,auch,ADV,758.31171,758.47883
1197,fünfundzwanzig,ADV,758.47883,759.2639
1198,ja,ADV,765.62621,765.93333
1199,ja,ADV,766.12242,766.22242
1200,ja,ADV,766.33883,766.59738
1201,ja,ADV,767.16002,767.34715
1202,okay,ADV,768.28533,768.54246
1203,dann,ADV,768.54246,768.67246
1204,brauchen,VERB,768.67246,768.88246
1205,wir,PRON,768.88246,768.95246
1206,noch,ADV,768.95246,769.29246
1207,Badezimmer,NOUN,770.05246,770.62246
1208,können,AUX,770.68246,770.83246
1209,wir,PRON,770.83246,770.93246
1210,zwanzig,NUM,771.20246,771.86035
1211,also,ADV,787.7626,788.2226
1212,meinst,ADV,788.2226,788.4926
1213,du,PRON,788.4926,788.5826
1214,das,PRON,788.5826,788.7226
1215,ist,AUX,788.7226,788.8326
1216,Strafe,NOUN,788.8326,789.2426
1217,genug,ADV,789.2426,789.5626
1218,oder,CCONJ,789.6426,789.8026
1219,was,PRON,789.8026,789.8926
1220,also,ADV,794.11179,794.24892
1221,wir,PRON,794.24892,794.35892
1222,waren,AUX,794.35892,794.53892
1223,jetzt,ADV,794.53892,794.67892
1224,bei,ADP,794.88892,795.28892
1225,wieviel,ADV,795.34892,795.57892
1226,Quadratm-,X,795.57892,796.17198
1227,achtzig,ADV,796.17198,796.5991
1228,genau,ADV,796.6491,796.8991
1229,dann,ADV,797.75773,797.85485
1230,brauchen,VERB,797.85485,798.21485
1231,wir,PRON,798.21485,798.31485
1232,also,ADV,798.31485,798.63485
1233,gut,ADV,798.87485,799.20985
1234,dann,ADV,799.20985,799.29485
1235,ja,ADV,805.38385,805.85129
1236,ja,ADV,806.21652,806.31365
1237,ja,ADV,806.31365,806.41365
1238,aber,CCONJ,806.41365,806.97365
1239,das,PRON,806.97365,807.35365
1240,dann,ADV,807.40365,807.44365
1241,ja,ADV,807.55365,807.61365
1242,wieder,ADV,807.61365,807.94365
1243,so,ADV,807.94365,808.25365
1244,Wohnzimmerküchemix,NOUN,808.34365,809.8781
1245,ja,ADV,819.7565,820.10362
1246,ja,ADV,820.10362,820.17363
1247,ja,ADV,820.17363,820.27363
1248,ja,ADV,820.27363,820.54363
1249,okay,ADV,820.60481,820.96838
1250,sagen,VERB,821.59577,822.08577
1251,wir,PRON,822.83577,822.94577
1252,vierzig,NUM,823.06577,823.47577
1253,Quadratmeter,NOUN,823.47577,824.09577
1254,das,PRON,824.09577,824.25577
1255,nee,X,825.402,825.58912
1256,wir,PRON,825.58912,825.68912
1257,hatten,AUX,825.68912,825.82912
1258,gerade,ADV,825.82912,826.05912
1259,achtzig,ADV,826.05912,826.74373
1260,oh,PROPN,834.37998,834.52998
1261,der,DET,834.52998,834.64998
1262,Timer,NOUN,834.64998,834.89998
1263,läuft,VERB,834.89998,835.04998
1264,gar,ADV,835.10998,835.31998
1265,na,X,836.96254,837.05254
1266,ja,ADV,837.05254,837.20254
1267,gut,ADV,837.30254,837.83254
1268,ähm,X,838.32254,838.64254
1269,gut,ADV,839.16254,839.34254
1270,ich,PRON,839.34254,839.42254
1271,mal,ADV,839.49254,839.72254
1272,so,ADV,839.72254,839.83254
1273,grob,ADV,839.83254,840.06254
1274,auf,ADP,840.06254,840.20254
1275,die,DET,840.26254,840.32254
1276,Uhr,NOUN,840.32254,840.55254
1277,nee,X,845.78623,845.96623
1278,da,ADV,845.96623,846.01623
1279,läuft,VERB,846.01623,846.28623
1280,nix,PRON,846.28623,846.42623
1281,da,ADV,846.82248,846.9096
1282,steht,VERB,846.9096,847.1196
1283,fünfzehn,NUM,847.1196,847.4496
1284,Minuten,NOUN,847.4496,847.7296
1285,äh,INTJ,850.06794,850.26294
1286,äh,INTJ,850.40794,850.61794
1287,ja,ADV,850.61794,850.78794
1288,gut,ADV,853.88742,854.21742
1289,ja,ADV,854.64319,854.95231
1290,zwei,NUM,855.92181,856.17894
1291,zwei,NUM,856.17894,856.43894
1292,mal,ADV,856.43894,856.54894
1293,fünfundzwanzig,ADV,856.54894,857.5665
1294,und,CCONJ,858.48406,858.63119
1295,dann,ADV,858.63119,859.09
1296,genau,ADV,862.65917,862.95917
1297,type,VERB,863.7636,864.2536
1298,Gott,NOUN,865.39337,865.7205
1299,ja,ADV,865.7205,866.00798
1300,so,ADV,866.47613,866.71613
1301,viel,PRON,866.71613,866.93612
1302,Platz,NOUN,866.93612,868.28612
1303,äh,INTJ,870.28771,870.55771
1304,ja,ADV,870.55771,870.83115
1305,An-,X,875.27427,875.91233
1306,nee,X,877.80804,878.11517
1307,nee,X,878.77921,879.10633
1308,brauchen,VERB,879.18633,879.51633
1309,wir,PRON,879.51633,879.77133
1310,häh,VERB,894.54531,894.75531
1311,wir,PRON,894.75531,894.88531
1312,haben,AUX,894.88531,894.99531
1313,doch,CCONJ,894.99531,895.10531
1314,unsere,DET,895.10531,895.71531
1315,Zimmer,NOUN,895.71531,896.07531
1316,also,ADV,896.10531,896.37031
1317,Flur,NOUN,896.37031,896.71531
1318,ist,AUX,896.71531,896.83531
1319,hier,ADV,896.83531,897.10531
1320,und,CCONJ,897.24531,897.38531
1321,unsere,DET,897.38531,897.70531
1322,Zimmer,NOUN,897.70531,897.94531
1323,hier,ADV,897.94531,898.25531
1324,wie,ADP,898.41483,898.51196
1325,willst,AUX,898.51196,898.70196
1326,du,PRON,898.70196,898.77196
1327,da,ADV,898.77196,899.02196
1328,noch,ADV,899.07196,899.43196
1329,ja,ADV,907.93833,908.00546
1330,gut,ADV,908.00546,908.15546
1331,aber,CCONJ,908.15546,908.26546
1332,ich,PRON,908.26546,908.34546
1333,finde,VERB,908.34546,908.58546
1334,es,PRON,908.58546,908.67546
1335,äh,INTJ,908.73546,908.86546
1336,irgendwie,ADV,908.86546,909.22546
1337,nicht,PART,909.22546,909.54546
